,N20|EW|band-|gate-,N20|EW|band-|gate+,N20|EW|band+|gate-,N20|EW|band+|gate+,N20|IVOL|band-|gate-,N20|IVOL|band-|gate+,N20|IVOL|band+|gate-,N20|IVOL|band+|gate+,N50|EW|band-|gate-,N50|EW|band-|gate+,N50|EW|band+|gate-,N50|EW|band+|gate+,N50|IVOL|band-|gate-,N50|IVOL|band-|gate+,N50|IVOL|band+|gate-,N50|IVOL|band+|gate+
2020-01-23,1.022523066754776,1.022523066754776,1.022523066754776,1.022523066754776,1.0346897060264784,1.0346897060264784,1.0346897060264784,1.0346897060264784,1.0494319870889468,1.0494319870889468,1.0494319870889468,1.0494319870889468,1.0581886150422521,1.0581886150422521,1.0581886150422521,1.0581886150422521
2020-01-24,1.0089957736640707,1.0089957736640707,1.0089957736640707,1.0089957736640707,1.0203049232095884,1.0203049232095884,1.0203049232095884,1.0203049232095884,1.0350958349800043,1.0350958349800043,1.0350958349800043,1.0350958349800043,1.0434365213871262,1.0434365213871262,1.0434365213871262,1.0434365213871262
2020-01-27,0.9875000721951284,0.9875000721951284,0.9875000721951284,0.9875000721951284,1.0012020670776183,1.0012020670776183,1.0012020670776183,1.0012020670776183,1.0189261730398056,1.0189261730398056,1.0189261730398056,1.0189261730398056,1.0287974398021484,1.0287974398021484,1.0287974398021484,1.0287974398021484
2020-01-28,1.010235532426478,1.010235532426478,1.010235532426478,1.010235532426478,1.0220124764021907,1.0220124764021907,1.0220124764021907,1.0220124764021907,1.0398337702395741,1.0398337702395741,1.0398337702395741,1.0398337702395741,1.0487264775152907,1.0487264775152907,1.0487264775152907,1.0487264775152907
2020-01-29,0.9943565362175013,0.9943565362175013,0.9943565362175013,0.9943565362175013,1.0080200503259258,1.0080200503259258,1.0080200503259258,1.0080200503259258,1.035762819933371,1.035762819933371,1.035762819933371,1.035762819933371,1.0463149564300056,1.0463149564300056,1.0463149564300056,1.0463149564300056
2020-01-30,0.9829307751877021,0.9829307751877021,0.9829307751877021,0.9829307751877021,0.9968136010906798,0.9968136010906798,0.9968136010906798,0.9968136010906798,1.0335872966861754,1.0335872966861754,1.0335872966861754,1.0335872966861754,1.0448652314613742,1.0448652314613742,1.0448652314613742,1.0448652314613742
2020-01-31,0.9535580988236398,0.9535580988236398,0.9535580988236398,0.9535580988236398,0.9651702377058341,0.9651702377058341,0.9651702377058341,0.9651702377058341,1.0054247782835217,1.0054247782835217,1.0054247782835217,1.0054247782835217,1.0170325299815004,1.0170325299815004,1.0170325299815004,1.0170325299815004
2020-02-03,0.9721920307595578,0.9721920307595578,0.9721920307595578,0.9721920307595578,0.9798939326908127,0.9798939326908127,0.9798939326908127,0.9798939326908127,1.019764079129529,1.019764079129529,1.019764079129529,1.019764079129529,1.0299892423484525,1.0299892423484525,1.0299892423484525,1.0299892423484525
2020-02-04,1.0030466806735512,1.0030466806735512,1.0038285045833748,1.0038285045833748,1.0052241830246438,1.0052241830246438,1.0060878826938842,1.0060878826938842,1.0447207944092027,1.0447207944092027,1.0452913615144817,1.0452913615144817,1.0519731555863543,1.0519731555863543,1.0526104832384984,1.0526104832384984
2020-02-05,0.9909003937966614,0.9909003937966614,0.9991373660189965,0.9991373660189965,0.9975456588424539,0.9975456588424539,1.0033079702021162,1.0033079702021162,1.0395028531525061,1.0395028531525061,1.0373529927613532,1.0373529927613532,1.0492434414164753,1.0492434414164753,1.0437483823074036,1.0437483823074036
2020-02-06,0.9847944915373041,0.9847944915373041,0.9829239386925781,0.9829239386925781,0.9910004421443174,0.9910004421443174,0.9843986124843667,0.9843986124843667,1.0342763528757462,1.0342763528757462,1.0317685773731822,1.0317685773731822,1.0442326001617432,1.0442326001617432,1.0389221155711723,1.0389221155711723
2020-02-07,0.9738884574924653,0.9738884574924653,0.9717186184436712,0.9717186184436712,0.9809203571969474,0.9809203571969474,0.9729886896475026,0.9729886896475026,1.0216447243995244,1.0216447243995244,1.0212399263521985,1.0212399263521985,1.0326262260594685,1.0326262260594685,1.0299487113970471,1.0299487113970471
2020-02-10,0.9967052711101905,0.9967052711101905,0.9862427396961497,0.9862427396961497,0.998013861429803,0.998013861429803,0.9837708536325435,0.9837708536325435,1.0391277879020604,1.0391277879020604,1.0390871187708801,1.0390871187708801,1.046722463985035,1.046722463985035,1.0442278407979937,1.0442278407979937
2020-02-11,1.0064991043801614,1.0064991043801614,0.9983553134708852,0.9983553134708852,1.0112903735059289,1.0112903735059289,0.9961676270964633,0.9961676270964633,1.0508163081012276,1.0508163081012276,1.0487678266646112,1.0487678266646112,1.059924438699369,1.059924438699369,1.0541804339158638,1.0541804339158638
2020-02-12,1.0267190843750462,1.0267190843750462,1.0182419152157476,1.0182419152157476,1.0297461855985992,1.0297461855985992,1.0149140174427516,1.0149140174427516,1.067473218922077,1.067473218922077,1.0629330520905413,1.0629330520905413,1.0751261747219678,1.0751261747219678,1.0658986879380012,1.0658986879380012
2020-02-13,1.024248379911807,1.024248379911807,1.0254719903557004,1.0254719903557004,1.027004165664754,1.027004165664754,1.0218014959210844,1.0218014959210844,1.0699356692403257,1.0699356692403257,1.0657801551587365,1.0657801551587365,1.0783379323036608,1.0783379323036608,1.070032859733674,1.070032859733674
2020-02-14,1.0175333791493066,1.0175333791493066,1.0180302249440656,1.0180302249440656,1.0203960893354909,1.0203960893354909,1.0160820174369212,1.0160820174369212,1.0619673101507259,1.0619673101507259,1.0590200234731113,1.0590200234731113,1.0710568283218602,1.0710568283218602,1.06429400326422,1.06429400326422
2020-02-18,1.0095581023824955,1.0095581023824955,1.0048172262992405,1.0048172262992405,1.0135046698263361,1.0135046698263361,1.0057157906452945,1.0057157906452945,1.0555181070845605,1.0555181070845605,1.0512876769983386,1.0512876769983386,1.0642327768628828,1.0642327768628828,1.0584559917422933,1.0584559917422933
2020-02-19,1.0529769979184493,1.0529769979184493,1.051351607960108,1.051351607960108,1.0511473269298173,1.0511473269298173,1.0443258895500225,1.0443258895500225,1.0829611342521124,1.0829611342521124,1.0781724446114234,1.0781724446114234,1.0865638384869942,1.0865638384869942,1.0793443464379995,1.0793443464379995
2020-02-20,1.0603094952386802,1.0603094952386802,1.0539264628845495,1.0539264628845495,1.0544480746730969,1.0544480746730969,1.0445211672843713,1.0445211672843713,1.078981615109144,1.078981615109144,1.0746159363530832,1.0746159363530832,1.0784446009864297,1.0784446009864297,1.0704226245441175,1.0704226245441175
2020-02-21,1.041654951507057,1.041654951507057,1.0370004589623665,1.0370004589623665,1.036343241672524,1.036343241672524,1.0234899936546331,1.0234899936546331,1.0573930392165416,1.0573930392165416,1.0512346678020228,1.0512346678020228,1.0557707911699656,1.0557707911699656,1.046041962054711,1.046041962054711
2020-02-24,1.015346484491317,1.015346484491317,1.0093968897725019,1.0093968897725019,1.004412513576037,1.004412513576037,0.9940878703847288,0.9940878703847288,1.0249523928512807,1.0249523928512807,1.0183368900245595,1.0183368900245595,1.022019755035672,1.022019755035672,1.0124965764525078,1.0124965764525078
2020-02-25,0.9758613934903442,0.9743000152607596,0.9645920709510539,0.9630487236375322,0.9662353494717634,0.9646893729126086,0.9508573988120653,0.949336026973966,0.9860172319621404,0.984439604391001,0.978552527964854,0.9769868439201103,0.9840192437494986,0.9824448129594994,0.9742546032060403,0.9726957958409106
2020-02-26,0.972059566371544,0.9743000152607596,0.9579648582156856,0.9630487236375322,0.9623074611102987,0.9646893729126086,0.9403562058610079,0.949336026973966,0.9812976481999501,0.984439604391001,0.9719410448867936,0.9769868439201103,0.9789012060512405,0.9824448129594994,0.9670444246233858,0.9726957958409106
2020-02-27,0.9331352313826584,0.9743000152607596,0.9252790993956228,0.9630487236375322,0.9246419558459106,0.9646893729126086,0.9102001811012671,0.949336026973966,0.941746347656624,0.984439604391001,0.9294430370622249,0.9769868439201103,0.9393775704883242,0.9824448129594994,0.924980956531383,0.9726957958409106
2020-02-28,0.9409711158757239,0.9743000152607596,0.93953891332906,0.9630487236375322,0.9321846049287281,0.9646893729126086,0.9236204298518497,0.949336026973966,0.9502795848245877,0.984439604391001,0.9374162408858541,0.9769868439201103,0.9443634218144145,0.9824448129594994,0.9285018168096184,0.9726957958409106
2020-03-02,0.9620063596093852,0.9743000152607596,0.9602407276471836,0.9630487236375322,0.9505370443647563,0.9646893729126086,0.9426781299190586,0.949336026973966,0.9768385549592441,0.984439604391001,0.9598395395153329,0.9769868439201103,0.9733744975984266,0.9824448129594994,0.9537099324370881,0.9726957958409106
2020-03-03,0.9469872458953645,0.9743000152607596,0.9404187254685424,0.9630487236375322,0.9358295404303427,0.9646893729126086,0.9207067834284614,0.949336026973966,0.9533395655081739,0.984439604391001,0.9383725778035625,0.9769868439201103,0.9491543677941342,0.9824448129594994,0.9316222766654081,0.9726957958409106
2020-03-04,0.9723577475124875,0.9743000152607596,0.9718590934129538,0.9630487236375322,0.9627394511626838,0.9646893729126086,0.9534031954857731,0.949336026973966,0.9865688502632307,0.984439604391001,0.970695757125268,0.9769868439201103,0.9840930045870866,0.9824448129594994,0.9658844392606266,0.9726957958409106
2020-03-05,0.9510498376979928,0.9743000152607596,0.9515971201602472,0.9630487236375322,0.9398581524675802,0.9646893729126086,0.931046267387534,0.949336026973966,0.9543836429297538,0.984439604391001,0.9403549813386783,0.9769868439201103,0.9495411528319273,0.9824448129594994,0.9332652871675142,0.9726957958409106
2020-03-06,0.9138559045717002,0.9743000152607596,0.9053978232792461,0.9630487236375322,0.9073259968725746,0.9646893729126086,0.8895886173866842,0.949336026973966,0.9200414420902889,0.984439604391001,0.9071250066954031,0.9769868439201103,0.9170533609311752,0.9824448129594994,0.9027838335878041,0.9726957958409106
2020-03-09,0.8175374260819763,0.9743000152607596,0.8067053465202036,0.9630487236375322,0.816493748696411,0.9646893729126086,0.7948381259623871,0.949336026973966,0.8269812862523542,0.984439604391001,0.8143264832242624,0.9769868439201103,0.8263055575258555,0.9824448129594994,0.8126429003825761,0.9726957958409106
2020-03-10,0.8482352939248134,0.9743000152607596,0.8397093904384387,0.9630487236375322,0.846028812948247,0.9646893729126086,0.8277447454320028,0.949336026973966,0.8604798326762555,0.984439604391001,0.8506684821799835,0.9769868439201103,0.859882339382708,0.9824448129594994,0.8491121882952344,0.9726957958409106
2020-03-11,0.7998396609375183,0.9743000152607596,0.7905989717224097,0.9630487236375322,0.7973764980483922,0.9646893729126086,0.7801082537447385,0.949336026973966,0.8052183826785194,0.984439604391001,0.7972597809569623,0.9769868439201103,0.8039964955267483,0.9824448129594994,0.7960471956513938,0.9726957958409106
2020-03-12,0.7064144229940393,0.9743000152607596,0.6881605490832166,0.9630487236375322,0.7059669865814828,0.9646893729126086,0.6804153748977709,0.949336026973966,0.704346044912294,0.984439604391001,0.7030016088665855,0.9769868439201103,0.703280617811064,0.9824448129594994,0.7023482095114008,0.9726957958409106
2020-03-13,0.7463737753651393,0.9743000152607596,0.7258581248292353,0.9630487236375322,0.7541111098833886,0.9646893729126086,0.7259281102108416,0.949336026973966,0.7552979369133938,0.984439604391001,0.7550393739009698,0.9769868439201103,0.7578555996949655,0.9824448129594994,0.7594325730452633,0.9726957958409106
2020-03-16,0.6325325388768731,0.9743000152607596,0.6107082237210758,0.9630487236375322,0.6325495551023772,0.9646893729126086,0.606057088714701,0.949336026973966,0.624885518516111,0.984439604391001,0.6312491739562018,0.9769868439201103,0.6228617174386687,0.9824448129594994,0.6321066623983208,0.9726957958409106
2020-03-17,0.681598218092195,0.9743000152607596,0.6416492853633324,0.9630487236375322,0.684884518061887,0.9646893729126086,0.6332991284940296,0.949336026973966,0.6562503044411292,0.984439604391001,0.6662157175074833,0.9769868439201103,0.6519720952066097,0.9824448129594994,0.6662567626470915,0.9726957958409106
2020-03-18,0.5866352563893188,0.9743000152607596,0.5604152086963472,0.9630487236375322,0.5984174683376022,0.9646893729126086,0.5629532549140916,0.949336026973966,0.5727098555469917,0.984439604391001,0.5875316242270217,0.9769868439201103,0.570980531101649,0.9824448129594994,0.5910080367993387,0.9726957958409106
2020-03-19,0.6287530184196666,0.9743000152607596,0.6052611707333009,0.9630487236375322,0.640921713590531,0.9646893729126086,0.6070288695525461,0.949336026973966,0.6134067915023236,0.984439604391001,0.628472281754267,0.9769868439201103,0.613049262799549,0.9824448129594994,0.6327944208865246,0.9726957958409106
2020-03-20,0.617002781565027,0.9743000152607596,0.5953807558370753,0.9630487236375322,0.6297289512788227,0.9646893729126086,0.5979769559467977,0.949336026973966,0.5973921947712703,0.984439604391001,0.6117867784335653,0.9769868439201103,0.5953414985501678,0.9824448129594994,0.6142600757601007,0.9726957958409106
2020-03-23,0.6303848942789032,0.9743000152607596,0.6130934060149371,0.9630487236375322,0.640716368896992,0.9646893729126086,0.6110459607655925,0.949336026973966,0.6003623040221779,0.984439604391001,0.6167696684973963,0.9769868439201103,0.5940739668752639,0.9824448129594994,0.6155823013881819,0.9726957958409106
2020-03-24,0.6979106972830095,0.9743000152607596,0.6881545734857971,0.9630487236375322,0.7070818973188294,0.9646893729126086,0.6818325322919904,0.949336026973966,0.6749531311227598,0.984439604391001,0.6885699765353328,0.9769868439201103,0.667767996082015,0.9824448129594994,0.6859760961429214,0.9726957958409106
2020-03-25,0.7176048440549093,0.9743000152607596,0.7169161541001495,0.9630487236375322,0.7206450846650394,0.9646893729126086,0.7071751122990367,0.949336026973966,0.7033719997654269,0.984439604391001,0.7125756474005148,0.9769868439201103,0.6957924091852459,0.9824448129594994,0.7079544154863766,0.9726957958409106
2020-03-26,0.7574795888695844,0.9743000152607596,0.7398036885922191,0.9630487236375322,0.7666499317711946,0.9646893729126086,0.7350683220784769,0.949336026973966,0.7422165686745659,0.984439604391001,0.7505324634653302,0.9769868439201103,0.7395110518908057,0.9824448129594994,0.7503349576905872,0.9726957958409106
2020-03-27,0.7274525234747337,0.9743000152607596,0.7003135550018719,0.9630487236375322,0.7433835032358995,0.9646893729126086,0.6985939823443066,0.949336026973966,0.7079178045985267,0.984439604391001,0.7192982633977502,0.9769868439201103,0.7081837058983707,0.9824448129594994,0.7228954518088262,0.9726957958409106
2020-03-30,0.7411571360866394,0.9743000152607596,0.7169051146422335,0.9630487236375322,0.757262350838127,0.9646893729126086,0.7159676034855156,0.949336026973966,0.7224153946599446,0.984439604391001,0.7318499322925915,0.9769868439201103,0.7218268477654534,0.9824448129594994,0.7348077716928648,0.9726957958409106
2020-03-31,0.7303215510248496,0.9743000152607596,0.7071365098075737,0.9630487236375322,0.7452126823167728,0.9646893729126086,0.7045415440459635,0.949336026973966,0.7084998609908891,0.984439604391001,0.7182175672919856,0.9769868439201103,0.7060515227489055,0.9824448129594994,0.7192596830666262,0.9726957958409106
2020-04-01,0.6870366021222281,0.9743000152607596,0.6645957871909381,0.9630487236375322,0.7018797704354806,0.9646893729126086,0.6633644357441669,0.949336026973966,0.6580289761306961,0.984439604391001,0.6698362077921828,0.9769868439201103,0.6539563415933677,0.9824448129594994,0.6703763255104842,0.9726957958409106
2020-04-02,0.687088643347902,0.9743000152607596,0.6631862545881048,0.9630487236375322,0.7020711540191031,0.9646893729126086,0.663096964167233,0.949336026973966,0.6555610179052637,0.984439604391001,0.6683404538913139,0.9769868439201103,0.6513421986329666,0.9824448129594994,0.6684077587588676,0.9726957958409106
2020-04-03,0.6665027311627995,0.9743000152607596,0.6412848489720847,0.9630487236375322,0.6813726624159321,0.9646893729126086,0.6396739849149975,0.949336026973966,0.6338071681867805,0.984439604391001,0.645446592208467,0.9769868439201103,0.6292277878101236,0.9824448129594994,0.6447392843989473,0.9726957958409106
2020-04-06,0.7321846798594285,0.9743000152607596,0.7018565993626829,0.9630487236375322,0.7421426791395205,0.9646893729126086,0.6941743615586444,0.949336026973966,0.6947556276858631,0.984439604391001,0.7097810392634227,0.9769868439201103,0.6859607825751894,0.9824448129594994,0.7054647033071537,0.9726957958409106
2020-04-07,0.7403177446865935,0.9743000152607596,0.7079742148338859,0.9630487236375322,0.7442062524523044,0.9646893729126086,0.694293449377524,0.949336026973966,0.70026377235952,0.984439604391001,0.7149919290409763,0.9769868439201103,0.6876444747583849,0.9824448129594994,0.7070018928963829,0.9726957958409106
2020-04-08,0.781933007426628,0.9743000152607596,0.7456630972960168,0.9630487236375322,0.7856937803276202,0.9646893729126086,0.7313212031172015,0.949336026973966,0.7391461953619793,0.984439604391001,0.7540187881616538,0.9769868439201103,0.7235646538098918,0.9824448129594994,0.7430362854301275,0.9726957958409106
2020-04-09,0.8185228394188094,0.9743000152607596,0.7751144080078427,0.9630487236375322,0.8229371074118603,0.9646893729126086,0.7607659584650962,0.949336026973966,0.7663409149419947,0.984439604391001,0.780938655624444,0.9769868439201103,0.7500201936004384,0.9824448129594994,0.7695953019327457,0.9726957958409106
2020-04-13,0.8054452460256535,0.9743000152607596,0.7713926274661937,0.9630487236375322,0.8086377190963654,0.9646893729126086,0.7567378121689751,0.949336026973966,0.7517457465613778,0.984439604391001,0.7680136621703696,0.9769868439201103,0.7360244197615079,0.9824448129594994,0.7576055227464232,0.9726957958409106
2020-04-14,0.8405266412473207,0.9743000152607596,0.8037961874667203,0.9630487236375322,0.8427252595620338,0.9646893729126086,0.7872003036324708,0.949336026973966,0.7828023860286777,0.984439604391001,0.8010972580789458,0.9769868439201103,0.7660467949676796,0.9824448129594994,0.7899088432685204,0.9726957958409106
2020-04-15,0.8163572075112709,0.9743000152607596,0.7842173025916862,0.9630487236375322,0.821455790010373,0.9646893729126086,0.7717337693428604,0.949336026973966,0.7588241367004299,0.984439604391001,0.7804190615448532,0.9769868439201103,0.7447571340810033,0.9824448129594994,0.7716621399436195,0.9726957958409106
2020-04-16,0.8223581790168621,0.9743000152607596,0.7874602840414503,0.9630487236375322,0.8281564095374822,0.9646893729126086,0.7759332501319617,0.949336026973966,0.7711385909963562,0.984439604391001,0.7874055671256532,0.9769868439201103,0.7574783676649182,0.9824448129594994,0.7791912865011504,0.9726957958409106
2020-04-17,0.8623326631577596,0.9743000152607596,0.8216068442311012,0.9630487236375322,0.8680008702992158,0.9646893729126086,0.8092952710456233,0.949336026973966,0.8025486868997184,0.984439604391001,0.8212880404851159,0.9769868439201103,0.7861311756893327,0.9824448129594994,0.8106323390889083,0.9726957958409106
2020-04-20,0.849614528041318,0.9743000152607596,0.8138141467882613,0.9630487236375322,0.857951371052619,0.9646893729126086,0.8042281039114149,0.949336026973966,0.7915076917502503,0.984439604391001,0.8085041112819503,0.9769868439201103,0.7772557754407388,0.9824448129594994,0.7996183761883803,0.9726957958409106
2020-04-21,0.8118885859411822,0.9743000152607596,0.7779390516445164,0.9630487236375322,0.8212600161191903,0.9646893729126086,0.7695592164588763,0.949336026973966,0.7617335817205839,0.984439604391001,0.7767974623357311,0.9769868439201103,0.7479835807701762,0.9824448129594994,0.7684180979633627,0.9726957958409106
2020-04-22,0.843654558645355,0.9743000152607596,0.8135882289692516,0.9630487236375322,0.851205500491181,0.9646893729126086,0.8029739394142997,0.949336026973966,0.7863667944387145,0.984439604391001,0.8021493996973458,0.9769868439201103,0.7708817401280318,0.9824448129594994,0.7930419599460349,0.9726957958409106
2020-04-23,0.8544494801528139,0.9743000152607596,0.820572356557436,0.9630487236375322,0.8628027415379703,0.9646893729126086,0.8107660187019091,0.949336026973966,0.7944693700551742,0.984439604391001,0.8098965338821263,0.9769868439201103,0.7786048502574653,0.9824448129594994,0.8005949821756533,0.9726957958409106
2020-04-24,0.8664900819083742,0.9743000152607596,0.8308483541819693,0.9630487236375322,0.8753727891573038,0.9646893729126086,0.821460155485046,0.949336026973966,0.8102031290863193,0.984439604391001,0.8271111529395122,0.9769868439201103,0.7932780957371803,0.9824448129594994,0.8177218213015606,0.9726957958409106
2020-04-27,0.8929238961366541,0.9743000152607596,0.8523534407217863,0.9630487236375322,0.899451172164671,0.9646893729126086,0.8396137448913005,0.949336026973966,0.8376925374188494,0.984439604391001,0.8539768732235973,0.9769868439201103,0.8183291690073198,0.9824448129594994,0.8423250702839743,0.9726957958409106
2020-04-28,0.9174902634412062,0.9743000152607596,0.8728322255692289,0.9630487236375322,0.9185795500340281,0.9646893729126086,0.8545232504981495,0.949336026973966,0.8483739576513412,0.984439604391001,0.8644604477225916,0.9769868439201103,0.8248969229773978,0.9824448129594994,0.8487040872305752,0.9726957958409106
2020-04-29,0.9873416660610906,0.9743000152607596,0.9298738130153456,0.9630487236375322,0.9849976838616079,0.9646893729126086,0.9061775118261144,0.949336026973966,0.890698115420805,0.984439604391001,0.9154470036736855,0.9769868439201103,0.861948212669745,0.9824448129594994,0.8954190277353852,0.9726957958409106
2020-04-30,0.9531729604542566,0.9743000152607596,0.8979927644255256,0.9630487236375322,0.9516638363009639,0.9646893729126086,0.876272651143093,0.949336026973966,0.8563371900885685,0.984439604391001,0.8827395217364288,0.9769868439201103,0.8301459667600444,0.9824448129594994,0.8649113368730501,0.9726957958409106
2020-05-01,0.9079289098397325,0.9743000152607596,0.8568699754005187,0.9630487236375322,0.9119232860829667,0.9646893729126086,0.8397809421388593,0.949336026973966,0.8215153607633355,0.984439604391001,0.8438695305300062,0.9769868439201103,0.7993790114355425,0.9824448129594994,0.8295189946036113,0.9726957958409106
2020-05-04,0.912468993351848,0.9743000152607596,0.8711208271183474,0.9630487236375322,0.9161223713973318,0.9646893729126086,0.8539753347043096,0.949336026973966,0.8299201823166579,0.984439604391001,0.8514867571879629,0.9769868439201103,0.8079391622695283,0.9824448129594994,0.8375532928771714,0.9726957958409106
2020-05-05,0.9344398847305984,0.9743000152607596,0.8888985521759166,0.9630487236375322,0.9399698769278222,0.9646893729126086,0.8724779053995119,0.949336026973966,0.8493283276587043,0.984439604391001,0.8736688142534391,0.9769868439201103,0.8268344810898669,0.9824448129594994,0.8589561759931971,0.9726957958409106
2020-05-06,0.9608726982886534,0.9743000152607596,0.9141562226058998,0.9630487236375322,0.9614128533941027,0.9646893729126086,0.8926278859083097,0.949336026973966,0.8614160043872892,0.984439604391001,0.886540783908635,0.9769868439201103,0.8361191323320616,0.9824448129594994,0.8694736399127682,0.9726957958409106
2020-05-07,0.97859662293221,0.9743000152607596,0.9271268026140477,0.9630487236375322,0.978157297240236,0.9646893729126086,0.9042896374578245,0.949336026973966,0.8729486956557965,0.984439604391001,0.8990840278290508,0.9769868439201103,0.8447679247307821,0.9824448129594994,0.8796716849457963,0.9726957958409106
2020-05-08,0.995712459198649,0.9743000152607596,0.9438223944788219,0.9630487236375322,0.9918857709476292,0.9646893729126086,0.9176714739538933,0.949336026973966,0.8846146955596177,0.984439604391001,0.9141614661708679,0.9769868439201103,0.8547333925621236,0.9824448129594994,0.8923264537016778,0.9726957958409106
2020-05-11,1.0188461188531706,0.9743000152607596,0.9800900025580349,0.9630487236375322,1.010661658890153,0.9646893729126086,0.9489714262632798,0.949336026973966,0.9148040240946947,0.984439604391001,0.9400146640595337,0.9769868439201103,0.8817514444524723,0.9824448129594994,0.916815821676354,0.9726957958409106
2020-05-12,1.0077067781037172,0.9743000152607596,0.9712510848940347,0.9630487236375322,0.9969297156620005,0.9646893729126086,0.9381998094042818,0.949336026973966,0.8950998650083432,0.984439604391001,0.919868762446954,0.9769868439201103,0.8628557576153193,0.9824448129594994,0.8965202714144911,0.9726957958409106
2020-05-13,0.9787828785126043,0.9743000152607596,0.947867301038848,0.9630487236375322,0.9697475872056126,0.9646893729126086,0.9171852351951781,0.949336026973966,0.8800349885332023,0.984439604391001,0.9014912025228997,0.9769868439201103,0.8499807828559744,0.9824448129594994,0.8797651659117974,0.9726957958409106
